No,Card,CardNumber,ExpectedGrade,SearchQuery,MatchedName,MatchedSet,Printing,TCGPlayerId,CardNum,MarketPrice,Selected
51,Alakazam,H1/H32,10,Alakazam,Alakazam EX (Full Art),XY - Fates Collide,Holofoil,117889,117/124,22.73,N
51,Alakazam,H1/H32,10,Alakazam,Alakazam E4 Lv.X,Rising Rivals,Holofoil,83504,103/111,100,N
51,Alakazam,H1/H32,10,Alakazam,Alakazam - 082/167 (Cosmos Holo),Blister Exclusives,Holofoil,620227,082/167,1.52,N
51,Alakazam,H1/H32,10,Alakazam,Alakazam,SV06: Twilight Masquerade,Holofoil,550126,082/167,0.22,N
51,Alakazam,H1/H32,10,Alakazam,Alakazam ex - 065/165,SV: Scarlet & Violet 151,Holofoil,516381,065/165,1.34,N
51,Alakazam,H1/H32,10,Alakazam,Radiant Alakazam,SWSH12: Silver Tempest,Holofoil,451394,059/195,0.91,N
51,Alakazam,H1/H32,10,Alakazam,Radiant Alakazam,Prize Pack Series Cards,Holofoil,517269,059/195,77.17,N
51,Alakazam,H1/H32,10,Alakazam,Alakazam,ME01: Mega Evolution,Holofoil,654395,056/132,0.16,N
51,Alakazam,H1/H32,10,Alakazam,Alakazam ex - 050,SV: Scarlet & Violet Promo Cards,Holofoil,518868,050,0.74,N
51,Alakazam,H1/H32,10,Alakazam,Alakazam (33),Expedition,Normal,83500,033/165,10.85,N
51,Alakazam,H1/H32,10,Alakazam,Sabrina's Alakazam,Gym Challenge,1st Edition Holofoil,88866,016/132,261.1,N
51,Alakazam,H1/H32,10,Alakazam,Dark Alakazam (1),Team Rocket,1st Edition Holofoil,84559,01/82,134.35,N
51,Alakazam,H1/H32,10,Alakazam,Alakazam - 009 (Pokemon Center Exclusive),ME: Mega Evolution Promo,Holofoil,656261,009,52.67,N
51,Alakazam,H1/H32,10,Alakazam,Alakazam - 009,ME: Mega Evolution Promo,Holofoil,656259,009,6.89,N
51,Alakazam,H1/H32,10,Alakazam,Alakazam - 003 (Staff),ME: Mega Evolution Promo,Holofoil,656385,003,162.2,N
51,Alakazam,H1/H32,10,Alakazam,Alakazam - 003,ME: Mega Evolution Promo,Normal,654597,003,23.09,N
51,Alakazam,H1/H32,10,Alakazam,Alakazam (2),Skyridge,Normal,83499,002/144,93.96,N
51,Alakazam,H1/H32,10,Alakazam,Alakazam (1),Expedition,Holofoil,83497,001/165,220.33,N
51,Alakazam,H1/H32,10,Alakazam,Alakazam,Base Set 2,Holofoil,42444,001/130,45.34,N
51,Alakazam,H1/H32,10,Alakazam,Alakazam,Legendary Collection,Holofoil,83496,001/110,45.29,N
51,Alakazam,H1/H32,10,Alakazam,Alakazam,Base Set (Shadowless),1st Edition Holofoil,106996,001/102,429,N
51,Alakazam,H1/H32,10,Alakazam,Alakazam,Base Set,Holofoil,42346,001/102,58.26,N
51,Alakazam,H1/H32,10,Alakazam,Alakazam - 1/12 (Box Topper),Jumbo Cards,Reverse Holofoil,180715,001/012,164.75,N
51,Alakazam,H1/H32,10,Alakazam,Code Card - Alakazam V Box,SWSH04: Vivid Voltage,Normal,251560,,0.2,N
51,Alakazam,H1/H32,10,Alakazam,Code Card: Mega Evolution Elite Trainer Box Alakazam Digital Bundle,ME01: Mega Evolution,Normal,656273,,0.17,N
51,Alakazam,H1/H32,10,Alakazam,Code Card - 151: Alakazam ex Collection,SV: Scarlet & Violet 151,Normal,531962,,0.1,N
52,Articuno,H3/H32,possible 10,Articuno,Galarian Articuno V,SWSH10: Astral Radiance Trainer Gallery,Holofoil,272487,TG16/TG30,10.21,N
52,Articuno,H3/H32,possible 10,Articuno,Galarian Articuno - SWSH282,SWSH: Sword & Shield Promo Cards,Holofoil,488271,SWSH282,3.4,N
52,Articuno,H3/H32,possible 10,Articuno,Galarian Articuno - SWSH123 (Prerelease),SWSH: Sword & Shield Promo Cards,Holofoil,246927,SWSH123,6.69,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno GX,Hidden Fates: Shiny Vault,Holofoil,197791,SV54/SV94,32.82,N
52,Articuno,H3/H32,possible 10,Articuno,Moltres & Zapdos & Articuno GX,SM Promos,Holofoil,189659,SM210,89.98,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno - SM144,SM Promos,Holofoil,180520,SM144,7.47,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno (H3),Skyridge,Holofoil,83644,H03/H32,400,Y
52,Articuno,H3/H32,possible 10,Articuno,Rocket's Articuno ex,Team Rocket Returns,Holofoil,88768,96/109,480,N
52,Articuno,H3/H32,possible 10,Articuno,Moltres & Zapdos & Articuno GX (Secret),Hidden Fates,Holofoil,197728,69/68,33.3,N
52,Articuno,H3/H32,possible 10,Articuno,Moltres & Zapdos & Articuno GX (Full Art),Hidden Fates,Holofoil,197726,66/68,29.77,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno (48),WoTC Promo,Normal,83648,48/53,41.87,N
52,Articuno,H3/H32,possible 10,Articuno,Moltres & Zapdos & Articuno GX,Hidden Fates,Holofoil,197688,44/68,37.19,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno,SM - Team Up,Holofoil,183803,32/181,3.31,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno,Legendary Treasures,Holofoil,83653,32/113,4.6,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno GX,SM - Celestial Storm,Holofoil,170846,31/168,8.13,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno,Next Destinies,Holofoil,83652,27/99,4.81,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno,Generations,Holofoil,113683,25/83,32.69,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno EX (Team Plasma),Plasma Storm,Holofoil,83656,25/135,14.31,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno (22),WoTC Promo,Normal,83647,22/53,12.76,N
52,Articuno,H3/H32,possible 10,Articuno,Galarian Articuno V (Secret),SWSH09: Brilliant Stars,Holofoil,263901,181/172,10.37,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno GX (Secret),SM - Celestial Storm,Holofoil,170848,171/168,59.3,N
52,Articuno,H3/H32,possible 10,Articuno,Galarian Articuno V (Alternate Full Art),SWSH06: Chilling Reign,Holofoil,241719,170/198,52.23,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno (17),Fossil,1st Edition,44425,17/62,20.39,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno - 2015 (Jacob Van Wagner),World Championship Decks,Normal,481162,17/108,4.15,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno (17 Delta),XY - Roaring Skies,Normal,98053,17/108,2.15,N
52,Articuno,H3/H32,possible 10,Articuno,Galarian Articuno V (Full Art),SWSH06: Chilling Reign,Holofoil,241718,169/198,7.95,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno - 161/159,SV09: Journey Together,Holofoil,623588,161/159,16.82,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno (16),XY - Roaring Skies,Normal,98052,16/108,0.68,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno (16),Supreme Victors,Normal,83650,16,8.09,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno GX (Full Art),SM - Celestial Storm,Holofoil,170847,154/168,25.76,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno (148),Supreme Victors,Holofoil,83651,148,131.11,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno,SV: Scarlet & Violet 151,Holofoil,516707,144/165,0.24,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno EX (Team Plasma) (132 Full Art),Plasma Storm,Holofoil,83657,132/135,304.47,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno ex,FireRed & LeafGreen,Holofoil,83654,114/112,214.2,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno,Majestic Dawn,Holofoil,83649,1/100,40.15,N
52,Articuno,H3/H32,possible 10,Articuno,Galarian Articuno - 063/203,Deck Exclusives,Normal,281096,063/203,0.41,N
52,Articuno,H3/H32,possible 10,Articuno,Galarian Articuno,SWSH07: Evolving Skies,Holofoil,246837,063/203,0.25,N
52,Articuno,H3/H32,possible 10,Articuno,Galarian Articuno,Prize Pack Series Cards,Normal,476016,063/203,1,N
52,Articuno,H3/H32,possible 10,Articuno,Galarian Articuno V,Prize Pack Series Cards,Holofoil,476017,058/198,14.51,N
52,Articuno,H3/H32,possible 10,Articuno,Galarian Articuno V,SWSH06: Chilling Reign,Holofoil,241717,058/198,1.02,N
52,Articuno,H3/H32,possible 10,Articuno,Team Rocket's Articuno,SV10: Destined Rivals,Holofoil,632864,051/182,0.14,N
52,Articuno,H3/H32,possible 10,Articuno,Team Rocket's Articuno (Destined Rivals Stamp),Miscellaneous Cards & Products,Holofoil,635484,051/182,18.67,N
52,Articuno,H3/H32,possible 10,Articuno,Team Rocket's Articuno - 051-182 (Cosmos Holo),Miscellaneous Cards & Products,Holofoil,658500,051/182,1.15,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno,SWSH12: Silver Tempest,Holofoil,451669,036/195,0.23,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno (Cosmos Holo),Miscellaneous Cards & Products,Holofoil,489359,036/195,1.04,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno - 032/159,SV09: Journey Together,Normal,623459,032/159,0.09,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno - 032/159 (Holiday Calendar),Miscellaneous Cards & Products,Holofoil,650961,032/159,0.41,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno ex - 032 (EX Collector's Window Tins),Nintendo Promos,Holofoil,83655,032,142.79,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno - 27/99 (Next Destinies),Blister Exclusives,Holofoil,147237,027/099,3.95,N
52,Articuno,H3/H32,possible 10,Articuno,Articuno,Pokemon GO,Holofoil,276959,024/078,0.31,N
53,Blastoise,4/165,8,Blastoise,Blastoise (37),Expedition,Normal,83890,037/165,36.66,N
53,Blastoise,4/165,8,Blastoise,Blastoise (36),Expedition,Normal,83889,036/165,37.71,N
53,Blastoise,4/165,8,Blastoise,Blastoise (4),Expedition,Holofoil,83888,004/165,400,Y
54,Poliwrath,H24/H32,10,Poliwrath,Poliwrath (H24),Skyridge,Holofoil,88272,H24/H32,300,Y
54,Poliwrath,H24/H32,10,Poliwrath,Poliwrath,SM - Unbroken Bonds,Normal,189114,39/214,0.48,N
54,Poliwrath,H24/H32,10,Poliwrath,Poliwrath,Legends Awakened,Normal,88278,35/146,1.66,N
54,Poliwrath,H24/H32,10,Poliwrath,Poliwrath,SM Base Set,Holofoil,126903,32/149,0.76,N
54,Poliwrath,H24/H32,10,Poliwrath,Poliwrath (28),Neo Discovery,1st Edition,88274,28/75,10.61,N
54,Poliwrath,H24/H32,10,Poliwrath,Poliwrath,XY - Evolutions,Holofoil,124038,25/108,2.52,N
54,Poliwrath,H24/H32,10,Poliwrath,Poliwrath,Unleashed,Normal,88279,21/95,1.36,N
54,Poliwrath,H24/H32,10,Poliwrath,Poliwrath,XY - Furious Fists,Holofoil,92192,17/111,1.34,N
54,Poliwrath,H24/H32,10,Poliwrath,Poliwrath,Unseen Forces,Holofoil,88277,11/115,21.74,N
54,Poliwrath,H24/H32,10,Poliwrath,Poliwrath,FireRed & LeafGreen,Holofoil,88276,11/112,22.78,N
54,Poliwrath,H24/H32,10,Poliwrath,Poliwrath (9),Neo Discovery,1st Edition Holofoil,88269,09/75,66.19,N
54,Poliwrath,H24/H32,10,Poliwrath,Poliwrath,SWSH11: Lost Origin,Normal,283970,085/196,0.14,N
54,Poliwrath,H24/H32,10,Poliwrath,Poliwrath,SV: Scarlet & Violet 151,Normal,516251,062/165,0.09,N
54,Poliwrath,H24/H32,10,Poliwrath,Poliwrath (60),Expedition,Normal,88275,060/165,25.7,N
54,Poliwrath,H24/H32,10,Poliwrath,Poliwrath,SV06: Twilight Masquerade,Normal,550087,043/167,0.08,N
54,Poliwrath,H24/H32,10,Poliwrath,Misty's Poliwrath,Gym Heroes,1st Edition,87538,031/132,27.42,N
54,Poliwrath,H24/H32,10,Poliwrath,Poliwrath (26),Skyridge,Normal,88273,026/144,58.86,N
54,Poliwrath,H24/H32,10,Poliwrath,Poliwrath - 25/108 (XY Evolutions),Deck Exclusives,Normal,141261,025/108,3.34,N
54,Poliwrath,H24/H32,10,Poliwrath,Poliwrath (24),Expedition,Holofoil,88271,024/165,72.4,N
54,Poliwrath,H24/H32,10,Poliwrath,Poliwrath - 21/95 (League Promo) [Staff],League & Championship Cards,Reverse Holofoil,231419,021/095,180,N
54,Poliwrath,H24/H32,10,Poliwrath,Poliwrath - 21/95 (League Promo),League & Championship Cards,Reverse Holofoil,231418,021/095,19.68,N
54,Poliwrath,H24/H32,10,Poliwrath,Poliwrath,Base Set 2,Holofoil,42459,015/130,12.56,N
54,Poliwrath,H24/H32,10,Poliwrath,Poliwrath,Base Set,Holofoil,42353,013/102,23.42,N
54,Poliwrath,H24/H32,10,Poliwrath,Poliwrath,Base Set (Shadowless),1st Edition Holofoil,107007,013/102,223.75,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine BREAK - XY180 (XY Black Star Promos),Jumbo Cards,Holofoil,131869,XY180,37.64,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine BREAK - XY180,XY Promos,Holofoil,126559,XY180,23.46,N
55,Arcanine,H2/H32,10,Arcanine,Hisuian Arcanine,SWSH11: Lost Origin Trainer Gallery,Holofoil,284268,TG08/TG30,3.57,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine (Illustration Contest 2022),SWSH: Sword & Shield Promo Cards,Normal,485844,SWSH304,26.42,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine (H2),Aquapolis,Holofoil,83576,H02/H32,499.99,Y
55,Arcanine,H2/H32,10,Arcanine,Arcanine (H2),Skyridge,Holofoil,83574,H02/H32,499.99,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine ex,Legend Maker,Holofoil,83590,83/92,450,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine,Detective Pikachu,Holofoil,186009,6/18,2.34,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine,Supreme Victors,Normal,83587,50,2.1,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine ex - 224/198,SV01: Scarlet & Violet Base Set,Holofoil,490082,224/198,10.12,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine,SM - Unbroken Bonds,Holofoil,189063,22/214,2.99,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine,SM Base Set,Holofoil,126893,22/149,2.05,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine,Secret Wonders,Normal,83584,22/132,4.58,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine,FireRed & LeafGreen,Normal,83582,18/112,1.52,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine,XY - Evolutions,Normal,124031,18/108,0.32,N
55,Arcanine,H2/H32,10,Arcanine,Hisuian Arcanine V (Full Art),SWSH12: Silver Tempest,Holofoil,451827,179/195,2.72,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine,Sandstorm,Normal,83579,15/100,6.11,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine G,Supreme Victors,Normal,83591,15,10.61,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine (13),Next Destinies,Normal,83589,13/99,0.93,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine (12),Next Destinies,Normal,83588,12/99,2.64,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine - 12/99 (Prerelease) [Staff],Black and White Promos,Holofoil,230422,12/99,199.99,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine - 12/99 (Prerelease),Black and White Promos,Holofoil,230421,12/99,47.16,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine,XY - BREAKpoint,Normal,111514,11/122,0.45,N
55,Arcanine,H2/H32,10,Arcanine,Hisuian Arcanine,SV06: Twilight Masquerade,Holofoil,550144,100/167,0.13,N
55,Arcanine,H2/H32,10,Arcanine,Hisuian Arcanine - 100/167 (Cosmos Holo),Blister Exclusives,Holofoil,616142,100/167,2.13,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine,HeartGold SoulSilver,Holofoil,83586,1/123,46.05,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine,EX Trainer Kit 2: Plusle & Minun,Normal,83583,1/12,6.4,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine,Rising Rivals,Holofoil,83585,1/111,35.79,N
55,Arcanine,H2/H32,10,Arcanine,Hisuian Arcanine V,Prize Pack Series Cards,Holofoil,513782,090/195,17.19,N
55,Arcanine,H2/H32,10,Arcanine,Hisuian Arcanine V,SWSH12: Silver Tempest,Holofoil,451744,090/195,0.8,N
55,Arcanine,H2/H32,10,Arcanine,Hisuian Arcanine,Prize Pack Series Cards,Normal,515388,084/196,0.32,N
55,Arcanine,H2/H32,10,Arcanine,Hisuian Arcanine - 084/196,Deck Exclusives,Normal,449535,084/196,0.16,N
55,Arcanine,H2/H32,10,Arcanine,Hisuian Arcanine,SWSH11: Lost Origin,Holofoil,283968,084/196,0.2,N
55,Arcanine,H2/H32,10,Arcanine,Hisuian Arcanine,SWSH10: Astral Radiance,Normal,272272,071/189,0.15,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine,WoTC Promo,Normal,83578,06/53,21.75,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine,SV: Scarlet & Violet 151,Normal,516248,059/165,0.14,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine,Legendary Collection,Normal,83581,036/110,4.13,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine,SWSH08: Fusion Strike,Normal,253130,033/264,0.21,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine,Base Set 2,Normal,42472,033/130,1.73,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine ex - 032/198,SV01: Scarlet & Violet Base Set,Holofoil,487872,032/198,0.72,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine,SWSH02: Rebel Clash,Normal,213104,028/192,0.4,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine,SV10: Destined Rivals,Normal,632851,028/182,0.1,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine,Base Set,Normal,42364,023/102,2.67,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine,Base Set (Shadowless),1st Edition,107018,023/102,97.15,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine - 22/214 (Cosmos Holo),Blister Exclusives,Holofoil,243855,022/214,10.44,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine,SWSH12: Silver Tempest,Normal,451651,020/195,0.16,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine G - 15/147,Deck Exclusives,Holofoil,95826,015/147,6.68,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine G - 15/147 (League Promo),League & Championship Cards,Reverse Holofoil,153233,015/147,11.96,N
55,Arcanine,H2/H32,10,Arcanine,Light Arcanine,Neo Destiny,1st Edition Holofoil,86734,012/105,650,N
55,Arcanine,H2/H32,10,Arcanine,Arcanine - 011,SV: Scarlet & Violet Promo Cards,Holofoil,491186,011,1.04,N
56,Blastoise,4/165,8,Blastoise,Blastoise (37),Expedition,Normal,83890,037/165,36.66,N
56,Blastoise,4/165,8,Blastoise,Blastoise (36),Expedition,Normal,83889,036/165,37.71,N
56,Blastoise,4/165,8,Blastoise,Blastoise (4),Expedition,Holofoil,83888,004/165,400,Y
57,Gyarados,H10/H32,8/9,Gyarados,Gyarados - XY60 (Prerelease),XY Promos,Holofoil,102802,XY60,298.02,N
57,Gyarados,H10/H32,8/9,Gyarados,Gyarados - XY109,XY Promos,Holofoil,177110,XY109,44.71,N
57,Gyarados,H10/H32,8/9,Gyarados,Gyarados EX,XY Promos,Holofoil,117701,XY106,17.92,N
57,Gyarados,H10/H32,8/9,Gyarados,Gyarados GX - SM212,SM Promos,Holofoil,197875,SM212,2.51,N
57,Gyarados,H10/H32,8/9,Gyarados,Gyarados GX - SM212 (SM Black Star Promo),Jumbo Cards,Holofoil,205167,SM212,6.07,N
57,Gyarados,H10/H32,8/9,Gyarados,Gyarados (H10),Skyridge,Holofoil,85987,H10/H32,1200,Y
57,Gyarados,H10/H32,8/9,Gyarados,Lightning Energy (#9),HGSS Trainer Kit: Gyarados & Raichu,Normal,86773,9/30,0.3,N
57,Gyarados,H10/H32,8/9,Gyarados,Water Energy (#9),HGSS Trainer Kit: Gyarados & Raichu,Normal,90519,9/30,0.3,N
57,Gyarados,H10/H32,8/9,Gyarados,Dark Gyarados,Celebrations: Classic Collection,Holofoil,250294,8/82,5.87,N
57,Gyarados,H10/H32,8/9,Gyarados,Water Energy (#8),HGSS Trainer Kit: Gyarados & Raichu,Normal,90518,8/30,0.28,N
57,Gyarados,H10/H32,8/9,Gyarados,Gyarados (Delta Species),Holon Phantoms,Holofoil,86002,8/110,125.55,N
57,Gyarados,H10/H32,8/9,Gyarados,Gyarados,Deoxys,Holofoil,85991,8/107,61.29,N
57,Gyarados,H10/H32,8/9,Gyarados,Gyarados,Call of Legends,Holofoil,85999,7/95,36.29,N
57,Gyarados,H10/H32,8/9,Gyarados,Shining Gyarados,Neo Revelation,Unlimited Holofoil,89164,65/64,516.24,N
57,Gyarados,H10/H32,8/9,Gyarados,Water Energy (#6),HGSS Trainer Kit: Gyarados & Raichu,Normal,90516,6/30,0.15,N
57,Gyarados,H10/H32,8/9,Gyarados,Gyarados,Rumble,Normal,85996,6,199.99,N
57,Gyarados,H10/H32,8/9,Gyarados,Bill (#5),HGSS Trainer Kit: Gyarados & Raichu,Normal,83833,5/30,0.3,N
57,Gyarados,H10/H32,8/9,Gyarados,Lightning Energy (#5),HGSS Trainer Kit: Gyarados & Raichu,Normal,86769,5/30,0.55,N
57,Gyarados,H10/H32,8/9,Gyarados,Meowth (#4),HGSS Trainer Kit: Gyarados & Raichu,Normal,87323,4/30,1.43,N
57,Gyarados,H10/H32,8/9,Gyarados,Water Energy (#4),HGSS Trainer Kit: Gyarados & Raichu,Normal,90515,4/30,0.28,N
57,Gyarados,H10/H32,8/9,Gyarados,Gyarados,HeartGold SoulSilver,Holofoil,85992,4/123,18.05,N
57,Gyarados,H10/H32,8/9,Gyarados,Dark Gyarados,Team Rocket Returns,Normal,84608,36/109,23.86,N
57,Gyarados,H10/H32,8/9,Gyarados,Gyarados,XY - Evolutions,Holofoil,124047,34/108,5.72,N
57,Gyarados,H10/H32,8/9,Gyarados,Gyarados (XY Evolutions Prerelease),XY Promos,Holofoil,126024,34/108,187.94,N
57,Gyarados,H10/H32,8/9,Gyarados,Gyarados - 34/108 (Prerelease) [Staff],XY Promos,Holofoil,126025,34/108,521.99,N
57,Gyarados,H10/H32,8/9,Gyarados,Gyarados,SM - Burning Shadows,Holofoil,138513,33/147,1.1,N
57,Gyarados,H10/H32,8/9,Gyarados,Gyarados,Dragon,Normal,85990,32/97,10.58,N
57,Gyarados,H10/H32,8/9,Gyarados,Gyarados - 32/97 (Prerelease),Nintendo Promos,Normal,239090,32/97,87.14,N
57,Gyarados,H10/H32,8/9,Gyarados,Gyarados,Legendary Treasures,Normal,86001,31/113,0.93,N
57,Gyarados,H10/H32,8/9,Gyarados,Raichu (#30 Holo),HGSS Trainer Kit: Gyarados & Raichu,Holofoil,88521,30/30,7.6,N
57,Gyarados,H10/H32,8/9,Gyarados,Gyarados (#30 Holo),HGSS Trainer Kit: Gyarados & Raichu,Holofoil,85998,30/30,30.03,N
57,Gyarados,H10/H32,8/9,Gyarados,Gyarados,SM - Team Up,Holofoil,183801,30/181,4.28,N
57,Gyarados,H10/H32,8/9,Gyarados,Gyarados G,Platinum,Normal,86005,30/127,6.85,N
57,Gyarados,H10/H32,8/9,Gyarados,Flaaffy (#3),HGSS Trainer Kit: Gyarados & Raichu,Normal,85483,3/30,1.93,N
57,Gyarados,H10/H32,8/9,Gyarados,Water Energy (#3),HGSS Trainer Kit: Gyarados & Raichu,Normal,90514,3/30,0.97,N
57,Gyarados,H10/H32,8/9,Gyarados,Water Energy (#29),HGSS Trainer Kit: Gyarados & Raichu,Normal,90524,29/30,0.3,N
57,Gyarados,H10/H32,8/9,Gyarados,Energy Switch (Raichu),HGSS Trainer Kit: Gyarados & Raichu,Normal,85261,29/30,2.82,N
57,Gyarados,H10/H32,8/9,Gyarados,Lightning Energy (#28),HGSS Trainer Kit: Gyarados & Raichu,Normal,86780,28/30,0.5,N
57,Gyarados,H10/H32,8/9,Gyarados,Switch (Gyarados),HGSS Trainer Kit: Gyarados & Raichu,Normal,89719,28/30,1.89,N
57,Gyarados,H10/H32,8/9,Gyarados,Pokemon Communication (#27),HGSS Trainer Kit: Gyarados & Raichu,Normal,88222,27/30,1.05,N
57,Gyarados,H10/H32,8/9,Gyarados,Pokemon Collector (#27),HGSS Trainer Kit: Gyarados & Raichu,Normal,88219,27/30,5.67,N
57,Gyarados,H10/H32,8/9,Gyarados,M Gyarados EX,XY - BREAKpoint,Holofoil,111532,27/122,40.91,N
57,Gyarados,H10/H32,8/9,Gyarados,Water Energy (#26),HGSS Trainer Kit: Gyarados & Raichu,Normal,90523,26/30,0.22,N
57,Gyarados,H10/H32,8/9,Gyarados,Moomoo Milk (#26),HGSS Trainer Kit: Gyarados & Raichu,Normal,87578,26/30,0.34,N
57,Gyarados,H10/H32,8/9,Gyarados,Gyarados,Mysterious Treasures,Normal,85993,26/123,5.24,N
57,Gyarados,H10/H32,8/9,Gyarados,Gyarados EX,XY - BREAKpoint,Holofoil,111529,26/122,16.4,N
57,Gyarados,H10/H32,8/9,Gyarados,Dark Gyarados (25),Team Rocket,1st Edition,84607,25/82,25.64,N
57,Gyarados,H10/H32,8/9,Gyarados,Poke Ball (Raichu),HGSS Trainer Kit: Gyarados & Raichu,Normal,88191,25/30,0.3,N
57,Gyarados,H10/H32,8/9,Gyarados,Professor Elm's Training Method,HGSS Trainer Kit: Gyarados & Raichu,Normal,88393,25/30,0.74,N
57,Gyarados,H10/H32,8/9,Gyarados,Marill (#24),HGSS Trainer Kit: Gyarados & Raichu,Normal,87221,24/30,0.72,N
58,Umbreon,H30/H32,8,Umbreon,Umbreon,XY Promos,Holofoil,114005,XY96,75.84,N
58,Umbreon,H30/H32,8,Umbreon,Umbreon VMAX,SWSH09: Brilliant Stars Trainer Gallery,Holofoil,264206,TG23/TG30,70.05,N
58,Umbreon,H30/H32,8,Umbreon,Umbreon V,SWSH09: Brilliant Stars Trainer Gallery,Holofoil,264207,TG22/TG30,50.49,N
58,Umbreon,H30/H32,8,Umbreon,Umbreon V - SWSH203,SWSH: Sword & Shield Promo Cards,Holofoil,268712,SWSH203,3.5,N
58,Umbreon,H30/H32,8,Umbreon,Umbreon - SWSH129,SWSH: Sword & Shield Promo Cards,Holofoil,247294,SWSH129,15.84,N
58,Umbreon,H30/H32,8,Umbreon,Umbreon ex - 176,SV: Scarlet & Violet Promo Cards,Holofoil,655094,SVP 176,36.81,N
58,Umbreon,H30/H32,8,Umbreon,Umbreon GX,Hidden Fates: Shiny Vault,Holofoil,197823,SV69/SV94,212.94,N
58,Umbreon,H30/H32,8,Umbreon,Umbreon GX - SM36,Jumbo Cards,Holofoil,152932,SM36,20.35,N
58,Umbreon,H30/H32,8,Umbreon,Umbreon GX - SM36,SM Promos,Holofoil,137526,SM36,34.7,N
58,Umbreon,H30/H32,8,Umbreon,Umbreon & Darkrai GX - SM241,SM Promos,Holofoil,211452,SM241,145.87,N
58,Umbreon,H30/H32,8,Umbreon,Umbreon & Darkrai GX - SM241,Jumbo Cards,Holofoil,211453,SM241,30.48,N
58,Umbreon,H30/H32,8,Umbreon,Umbreon (H30),Skyridge,Holofoil,90140,H30/H32,659.99,Y
